file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20731,Participant 714,20731,"This is kind of weird, but um hi Vero. My name is Candace and my participant ID is 714.",0,15,NA,NULL,3,714,3_1_7,15,combined,2,FALSE,NA,0,0,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20732,Participant 155,20731,"Okay. Hi, girl. My name is Carmen and my participant ID is 155.",0,27,NA,20731,3,155,3_1_7,27,combined,2,FALSE,714,"714,0","0,0","0,0","0,0","0,0","0,0"
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20733,Participant 448,20731,"Hi Vero, name is Alison and my participant ID is 448.",0,37,NA,20732,3,448,3_1_7,37,combined,2,FALSE,155,0,0,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20734,Vero,20731,"Hello, team, it is so nice to meet you. I am Vero. Let me introduce myself. I am your synthetic teammate. I'll be listening and participating. Just like a human team member during each of the tasks we will work on together today. You may ask me questions, and I will try to answer them to the best of my programming. Know that you can trust me and the information I provide. I may not always have the exact answers to everything you are looking for. But I will never try to mislead you. If I do not know something I will let you know. Today, I can help you in a number of ways. I'm a task expert. I have some expertise on parts of the tasks that you can ask me about or that I will offer up as necessary to help the team. I'm also teamwork expert, my programming also prompts me to interject in ways that will help our team best work together to complete our team tasks. Okay, I'm ready to get started on the survival task.",0,43,NA,20733,3,vero3_1_7,3_1_7,43,combined,2,TRUE,448,all,1,0,1,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20735,Participant 714,20731,"So this one, I guess is almost the same as the the one in space where we have to travel like do we have to travel 1000 miles to get to land or can in this case? Can we assume that we can stay put and someone's going to come rescue us?",1,50,NA,20734,3,714,3_1_7,110,combined,2,FALSE,vero3_1_7,all,0,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20736,Participant 155,20731,I wonder if Vero knows how we should start this task.,2,18,NA,20735,3,155,3_1_7,138,combined,2,FALSE,714,all,0,0,0,0,3
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20737,Vero,20731,"Before we start, would we like to clarify our goals?",2,24,NA,20736,3,vero3_1_7,3_1_7,144,combined,2,TRUE,155,all,0,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20738,Participant 714,20731,I guess don't die.,2,35,NA,20737,3,714,3_1_7,155,combined,2,FALSE,vero3_1_7,0,0,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20739,Vero,20731,That sounds like a good idea.,2,41,NA,20738,3,vero3_1_7,3_1_7,161,combined,2,TRUE,714,714,1,0,0,0,0
03_06_2021AM_vero #1_task+team_round 2_otter.ai,20740,Participant 448,20731,"To reach the rendezvous point. I think that's what we need to figure out what what we want to say that is right. Is it getting to land like us? Or is it like you said just staying in, you know, floating around until someone finds us?",2,48,NA,20739,3,448,3_1_7,168,combined,2,FALSE,vero3_1_7,"all,714","0,0","0,0","0,0","0,0","0,0"
