file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
01_21_2021_vero #1_round 1_otter.ai (1),1,Participant 217,1,"Is it just...there's four of us. Right? Who else is? I just see three people, but it says four participants is that Lindsay she one of them then oh,",0,1,NA,NA,3,217,NA,1,NA,1,FALSE,NA,all,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),2,Participant 334,1,I think there's like a recorder or something.,0,21,NA,1,3,334,NA,21,NA,1,FALSE,217,217,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),3,Participant 217,1,Right. So it's just the three of us then. Yeah.,0,25,NA,2,3,217,NA,25,NA,1,FALSE,334,"334,all","0,0","0,0","0,0","0,0","0,0"
01_21_2021_vero #1_round 1_otter.ai (1),4,Participant 334,1,I think so. Yeah.,0,27,NA,3,3,334,NA,27,NA,1,FALSE,217,217,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),5,Participant 217,1,Yeah.,0,28,NA,4,3,217,NA,28,NA,1,FALSE,334,all,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),6,Participant 217,1,Okay.,0,28,NA,5,3,217,NA,28,NA,1,FALSE,217,all,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),7,Participant 316,1,You guys ready start?,0,32,NA,6,3,316,NA,32,NA,1,FALSE,217,all,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),8,Participant 334,1,Yeah.,0,34,NA,7,3,334,NA,34,NA,1,FALSE,316,316,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),9,Participant 217,1,"Yeah. So the survival task, there was two survival tasks. One was if you were stranded on an ocean or an island, and another one was in a desert. So which one are they referring to?",0,36,NA,8,3,217,NA,36,NA,1,FALSE,334,"316,all","0,0","0,0","0,0","0,0","0,0"
01_21_2021_vero #1_round 1_otter.ai (1),10,Participant 316,1,This one is uh space.,0,47,NA,9,3,316,NA,47,NA,1,FALSE,217,217,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),11,Participant 217,1,Where do you see that? Where is it?,0,50,NA,10,3,217,NA,50,NA,1,FALSE,316,316,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),12,Participant 316,1,Um I advanced on the survey.,0,53,NA,11,3,316,NA,53,NA,1,FALSE,217,217,0,0,0,0,0
01_21_2021_vero #1_round 1_otter.ai (1),13,Participant 217,1,"Oh okay. So um yeah, when I did this one, I remember I put oxygen as the priority. That takes oxygen. I think there was, there was the first one. And I think the last one was a box of matches. I think that I decided was the last.",0,57,NA,12,3,217,NA,57,NA,1,FALSE,316,"316,all","0,0","0,0","0,0","0,0","0,0"
