file.name,id,user,root,text,min,sec,nanosec,reply.to,n.participants,user_id,Team_id,time,condition,round,is_vero,user_id2,to,task_pos,task_conf,rel_pos,rel_conf,3rdVero
03_06_2021AM_vero #9_team_round 1_otter.ai,24775,Participant 637,24775,"So it's just the two of us, okay, sure. I'm on the screen. It says wrong one survival entry password. Is that it?",0,0,NA,NULL,2,637,2_9_7,0,teamwork,1,FALSE,NA,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24776,Participant 630,24775,Yeah. But aren't we supposed to wait for them to give us that.,0,9,NA,24775,2,630,2_9_7,9,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24777,Participant 637,24775,Yeah.,0,13,NA,24776,2,637,2_9_7,13,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24778,Participant 637,24775,Do you study at Northwestern?,0,13,NA,24777,2,637,2_9_7,13,teamwork,1,FALSE,637,630,0,0,1,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24779,Participant 630,24775,Yeah. I'm in one of the grad schools.,0,29,NA,24778,2,630,2_9_7,29,teamwork,1,FALSE,637,637,0,0,1,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24780,Participant 637,24775,"Oh, that's nice. I'm actually a student at Florida International University. But I'm back home because of COVID.",0,31,NA,24779,2,637,2_9_7,31,teamwork,1,FALSE,630,630,0,0,1,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24781,Participant 630,24775,"Rough with virtual school,",0,41,NA,24780,2,630,2_9_7,41,teamwork,1,FALSE,637,637,0,0,1,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24782,Participant 637,24775,It's actually helping my post because I've actually graduated in three years instead of four. So it's helping me save a lot of money.,0,44,NA,24781,2,637,2_9_7,44,teamwork,1,FALSE,630,630,0,0,1,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24783,Participant 630,24775,"Yeah, I think the password looks like its wave.",0,54,NA,24782,2,630,2_9_7,54,teamwork,1,FALSE,637,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24784,Participant 637,24775,Like w a v e.,0,59,NA,24783,2,637,2_9_7,59,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24785,Participant 630,24775,Yeah. w a v e. I think we are. Nine. Okay.,1,1,NA,24784,2,630,2_9_7,61,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24786,Participant 637,24775,"So, let's read the situation first. Or is it the same?",1,11,NA,24785,2,637,2_9_7,71,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24787,Participant 630,24775,I think we've read this one. I think this is the this is the space crew one.,1,16,NA,24786,2,630,2_9_7,76,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24788,Participant 637,24775,That's Yeah.,1,22,NA,24787,2,637,2_9_7,82,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24789,Participant 630,24775,Looks like we landed in kind of scenario where we landed,1,24,NA,24788,2,630,2_9_7,84,teamwork,1,FALSE,637,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24790,Participant 637,24775,Surface of the moon.,1,29,NA,24789,2,637,2_9_7,89,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24791,Participant 630,24775,"Moon, okay. Oh, yeah, we have to try to try and travel to the right place. Okay. I remember when, I was taking this I'd be like a box of matches is not helpful on the moon.",1,31,NA,24790,2,630,2_9_7,91,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24792,Participant 637,24775,"I think. I think the most important thing is five gallons of water because it's a 200 mile walk. So you got to, you know, get all that nutrition and also be hydrated.",1,43,NA,24791,2,637,2_9_7,103,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24793,Participant 630,24775,"So we can do that as one. We can do box of matches, as like whatever is last. I think it's",1,55,NA,24792,2,630,2_9_7,115,teamwork,1,FALSE,637,637,1,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24794,Participant 637,24775,"Yeah, exactly.",2,2,NA,24793,2,637,2_9_7,122,teamwork,1,FALSE,630,630,1,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24795,Participant 630,24775,"Yeah, you can't use that. I don't know",2,4,NA,24794,2,630,2_9_7,124,teamwork,1,FALSE,637,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24796,Participant 637,24775,"Food concentrate? Well, actually, I think 100 pound tanks of oxygen should be",2,13,NA,24795,2,637,2_9_7,133,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24797,Participant 630,24775,"Yeah, number two. I also think like I don't know what you're gonna do with pistols. I don't know who you're trying to shoot on the moon. So I think that we can also put as like 14",2,19,NA,24796,2,630,2_9_7,139,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24798,Participant 637,24775,Compasses are not the right option because you can't.,2,41,NA,24797,2,637,2_9_7,161,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24799,Participant 630,24775,Yeah,2,46,NA,24798,2,630,2_9_7,166,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24800,Participant 637,24775,So let's put a 13,2,47,NA,24799,2,637,2_9_7,167,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24801,Participant 630,24775,Yeah.,2,49,NA,24800,2,630,2_9_7,169,teamwork,1,FALSE,637,637,1,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24802,Participant 630,24775,"I also think first aid kit. I mean, unless you fall a lot I don't injection or like the raft. I don't think there's water on the moon",2,49,NA,24801,2,630,2_9_7,169,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24803,Participant 637,24775,That as 12.,3,9,NA,24802,2,637,2_9_7,189,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24804,Participant 630,24775,Yeah.,3,11,NA,24803,2,630,2_9_7,191,teamwork,1,FALSE,637,637,1,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24805,Participant 637,24775,Even parachute like I don't think everyone falls on...,3,16,NA,24804,2,637,2_9_7,196,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24806,Participant 630,24775,Sorry. Which one did you put parachute as?,3,29,NA,24805,2,630,2_9_7,209,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24807,Participant 637,24775,It's the fourth one from the top.,3,32,NA,24806,2,637,2_9_7,212,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24808,Participant 630,24775,11,3,36,NA,24807,2,630,2_9_7,216,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24809,Participant 637,24775,Yeah,3,37,NA,24808,2,637,2_9_7,217,teamwork,1,FALSE,630,630,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24810,Participant 630,24775,Yeah. Okay.,3,38,NA,24809,2,630,2_9_7,218,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24811,Participant 630,24775,"Yeah, I think maybe first aid kit next we can put that as 10 I don't know how helpful that is.",3,38,NA,24810,2,630,2_9_7,218,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24812,Participant 637,24775,Now comes the important part. I think um dehydrated milk food concentrate and rope. That's like the top ones that we should,3,52,NA,24811,2,637,2_9_7,232,teamwork,1,FALSE,630,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24813,Participant 630,24775,The heat and then maybe the FM receiver I feel like,4,3,NA,24812,2,630,2_9_7,243,teamwork,1,FALSE,637,637,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24814,Participant 637,24775,Yeah.,4,6,NA,24813,2,637,2_9_7,246,teamwork,1,FALSE,630,630,1,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24815,Participant 630,24775,So maybe we can do,4,10,NA,24814,2,630,2_9_7,250,teamwork,1,FALSE,637,all,0,0,0,0,0
03_06_2021AM_vero #9_team_round 1_otter.ai,24816,Participant 637,24775,I think food should be 3.,4,13,NA,24815,2,637,2_9_7,253,teamwork,1,FALSE,630,all,0,0,0,0,0
